year,racenumber,gp,Toro Rosso,Force India,Ferrari,Marussia,Williams,McLaren,Caterham,Mercedes,Red Bull,Renault,Sauber,team,age,driver,Track Type,p1,p2,p3,avgprac,qual,grid,avgstart,pteam,teampts,pdriver,driverpts,pit stops,dnf,points,podium,finish
2014,10,germany,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,13,13,14,13.33333333,10.00,10.00,10.00,6.892578125,7,2.224609375,1,3,0,1,0,10.0
2014,11,hungary,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,16,15,18,16.33333333,13.00,12.00,12.50,6.946289063,0,1.612304688,0,4,1,0,0,17.0
2014,12,belgium,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,6,13,11,10,13.00,13.00,13.00,3.473144531,5,0.806152344,4,2,0,1,0,8.0
2014,13,italy,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,8,11,13,10.66666667,10.00,10.00,10.00,4.236572266,6,2.403076172,6,1,0,1,0,7.0
2014,14,singapore,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,0,10,8,15,11,15.00,15.00,15.00,5.118286133,8,4.201538086,6,3,0,1,0,7.0
2014,15,japan,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,13,15,13,13.66666667,12.00,11.00,11.50,6.559143066,5,5.100769043,1,4,0,1,0,10.0
2014,16,russia,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,0,6,14,13,11,13.00,12.00,12.50,5.779571533,1,3.050384521,1,1,0,1,0,10.0
2014,17,unitedstates,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,15,14,14,14.33333333,12.00,11.00,11.50,3.389785767,0,2.025192261,0,5,1,0,0,16.0
2014,18,brazil,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,16,18,18,17.33333333,17.00,18.00,17.50,1.694892883,4,1.01259613,0,3,0,0,0,15.0
2014,19,abudhabi,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,0,9,11,13,11,11.00,11.00,11.00,2.847446442,14,0.506298065,6,2,0,1,0,7.0
2014,1,australia,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,9,7,7,7.666666667,12.00,11.00,11.50,12,18,10,6,2,0,1,0,7.0
2014,2,malaysia,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,2,2,3,2.333333333,6.00,6.00,6.00,15,12,8,0,3,0,0,0,12.0
2014,3,bahrain,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,6,14,10,10,6.00,5.00,5.50,13.5,3,4,1,3,0,1,0,10.0
2014,4,china,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,22,7,5,11.33333333,11.00,11.00,11.00,8.25,19,2.5,4,2,0,1,0,8.0
2014,5,spain,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,6,5,14,8.333333333,6.00,6.00,6.00,13.625,14,3.25,6,2,0,1,0,7.0
2014,6,monaco,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,0,6,22,6,11.33333333,6.00,6.00,6.00,13.8125,12,4.625,0,3,0,0,0,12.0
2014,7,canada,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,0,9,4,6,6.333333333,10.00,10.00,10.00,12.90625,9,2.3125,1,2,0,1,0,10.0
2014,8,austria,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,11,11,9,10.33333333,8.00,8.00,8.00,10.953125,11,1.65625,1,2,0,1,0,10.0
2014,9,greatbritan,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,5,9,10,8,19.00,18.00,18.50,10.9765625,8,1.328125,0,4,1,0,0,18.0
2014,10,germany,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,8,4,8,6.666666667,12.00,12.00,12.00,9.48828125,10,0.6640625,0,3,0,0,0,11.0
2014,11,hungary,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,3,6,7,5.333333333,17.00,16.00,16.50,9.744140625,26,0.33203125,8,2,0,1,0,6.0
2014,12,belgium,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,5,15,4,8,8.00,8.00,8.00,17.87207031,18,4.166015625,12,2,0,1,0,4.0
2014,13,italy,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,7,3,7,5.666666667,12.00,7.00,9.50,17.93603516,2,8.083007813,2,1,0,1,0,9.0
2014,14,singapore,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,0,7,4,9,6.666666667,7.00,7.00,7.00,9.968017578,16,5.041503906,4,3,0,1,0,8.0
2014,15,japan,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,5,6,12,7.666666667,10.00,10.00,10.00,12.98400879,0,4.520751953,0,5,0,0,0,12.0
2014,16,russia,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,0,8,11,7,8.666666667,9.00,8.00,8.50,6.492004395,10,2.260375977,2,1,0,1,0,9.0
2014,17,unitedstates,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,12,6,9,9,9.00,8.00,8.50,8.246002197,8,2.130187988,0,3,0,0,0,13.0
2014,18,brazil,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,1,8,3,7,6,10.00,10.00,10.00,8.123001099,14,1.065093994,6,2,0,1,0,7.0
2014,19,abudhabi,0,0,1,0,0,0,0,0,0,0,0,Ferrari,34,raikkonen,0,12,7,10,9.666666667,7.00,7.00,7.00,11.06150055,3,3.532546997,1,2,0,1,0,10.0
2014,1,australia,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,5,6,5,5.333333333,2.00,2.00,2.00,20,0,8,0,4,1,0,0,19.0
2014,2,malaysia,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,12,7,6,8.333333333,5.00,5.00,5.00,10,15,4,0,5,1,0,0,19.0
2014,3,bahrain,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,14,4,13,10.33333333,3.00,13.00,8.00,12.5,20,2,12,2,0,1,0,4.0
2014,4,china,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,3,4,1,2.666666667,2.00,2.00,2.00,16.25,22,7,12,2,0,1,0,4.0
2014,5,spain,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,3,3,7,4.333333333,3.00,3.00,3.00,19.125,27,9.5,15,2,0,1,1,3.0
2014,6,monaco,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,0,3,9,2,4.666666667,3.00,3.00,3.00,23.0625,15,12.25,15,1,0,1,1,3.0
2014,7,canada,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,0,6,12,5,7.666666667,6.00,6.00,6.00,19.03125,40,13.625,25,2,0,1,1,1.0
2014,8,austria,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,13,8,7,9.333333333,5.00,5.00,5.00,29.515625,4,19.3125,4,2,0,1,0,8.0
2014,9,greatbritan,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,4,4,2,3.333333333,8.00,8.00,8.00,16.7578125,25,11.65625,15,1,0,1,1,3.0
2014,10,germany,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,1,3,7,3.666666667,5.00,5.00,5.00,20.87890625,20,13.328125,8,3,0,1,0,6.0
2014,11,hungary,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,8,7,4,6.333333333,4.00,4.00,4.00,20.43945313,31,10.6640625,25,3,0,1,1,1.0
2014,12,belgium,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,9,8,2,6.333333333,5.00,5.00,5.00,25.71972656,35,17.83203125,25,2,0,1,1,1.0
2014,13,italy,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,16,10,9,11.66666667,9.00,9.00,9.00,30.35986328,18,21.41601563,10,1,0,1,0,5.0
2014,14,singapore,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,0,5,3,2,3.333333333,3.00,3.00,3.00,24.17993164,33,15.70800781,15,2,0,1,1,3.0
2014,15,japan,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,7,10,6,7.666666667,6.00,6.00,6.00,28.58996582,27,15.35400391,12,3,0,1,0,4.0
2014,16,russia,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,0,12,13,4,9.666666667,7.00,6.00,6.50,27.79498291,10,13.67700195,6,1,0,1,0,7.0
2014,17,unitedstates,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,17,4,6,9,5.00,5.00,5.00,18.89749146,21,9.838500977,15,3,0,1,1,3.0
2014,18,brazil,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,1,10,4,5,6.333333333,9.00,9.00,9.00,19.94874573,10,12.41925049,0,4,1,0,0,18.0
2014,19,abudhabi,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,24,ricciardo,0,5,6,7,6,19.00,19.00,19.00,14.97437286,16,6.209625244,12,2,0,1,0,4.0
2014,1,australia,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,6,2,1,3,3.00,3.00,3.00,22,25,22,25,2,0,1,1,1.0
2014,2,malaysia,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,3,1,1,1.666666667,3.00,3.00,3.00,23.5,43,23.5,18,3,0,1,1,2.0
2014,3,bahrain,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,2,2,2,2,1.00,1.00,1.00,33.25,43,20.75,18,2,0,1,1,2.0
2014,4,china,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,2,3,19,8,4.00,4.00,4.00,38.125,43,19.375,18,2,0,1,1,2.0
2014,5,spain,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,5,2,1,2.666666667,2.00,2.00,2.00,40.5625,43,18.6875,18,2,0,1,1,2.0
2014,6,monaco,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,0,2,20,3,8.333333333,1.00,1.00,1.00,41.78125,43,18.34375,25,1,0,1,1,1.0
2014,7,canada,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,0,3,2,3,2.666666667,1.00,1.00,1.00,42.390625,18,21.671875,18,2,0,1,1,2.0
2014,8,austria,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,1,2,5,2.666666667,3.00,3.00,3.00,30.1953125,43,19.8359375,25,2,0,1,1,1.0
2014,9,greatbritan,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,1,2,21,8,1.00,1.00,1.00,36.59765625,25,22.41796875,0,4,1,0,0,19.0
2014,10,germany,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,7,2,1,3.333333333,1.00,1.00,1.00,30.79882813,40,11.20898438,25,2,0,1,1,1.0
2014,11,hungary,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,2,2,2,2,1.00,1.00,1.00,35.39941406,27,18.10449219,12,3,0,1,0,4.0
2014,12,belgium,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,1,2,3,2,1.00,1.00,1.00,31.19970703,18,15.05224609,18,3,0,1,1,2.0
2014,13,italy,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,3,1,22,8.666666667,2.00,2.00,2.00,24.59985352,43,16.52612305,18,1,0,1,1,2.0
2014,14,singapore,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,0,3,13,3,6.333333333,2.00,2.00,2.00,33.79992676,25,17.26306152,0,5,1,0,0,20.0
2014,15,japan,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,1,2,1,1.333333333,1.00,1.00,1.00,29.39996338,43,8.631530762,18,3,0,1,1,2.0
2014,16,russia,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,0,1,4,2,2.333333333,2.00,2.00,2.00,36.19998169,43,13.31576538,18,1,0,1,1,2.0
2014,17,unitedstates,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,2,2,2,2,1.00,1.00,1.00,39.59999084,43,15.65788269,18,2,0,1,1,2.0
2014,18,brazil,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,1,1,1,1,1,1.00,1.00,1.00,41.29999542,43,16.82894135,25,3,0,1,1,1.0
2014,19,abudhabi,0,0,0,0,0,0,0,1,0,0,0,Mercedes,28,rosberg,0,2,2,1,1.666666667,1.00,1.00,1.00,42.14999771,25,20.91447067,0,2,0,0,0,14.0
2014,1,australia,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,15,14,15,14.66666667,14.00,13.00,13.50,0,0,0,0,1,0,0,0,11.0
2014,2,malaysia,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,13,13,13,13,18.00,17.00,17.50,0,0,0,0,5,1,0,0,21.0
2014,3,bahrain,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,15,15,15,15,18.00,22.00,20.00,0,0,0,0,6,1,0,0,19.0
2014,4,china,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,14,17,13,14.66666667,14.00,14.00,14.00,0,0,0,0,4,1,0,0,22.0
2014,5,spain,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,18,13,17,16,17.00,16.00,16.50,0,0,0,0,2,0,0,0,17.0
2014,6,monaco,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,0,17,13,15,15,18.00,18.00,18.00,0,0,0,0,4,1,0,0,19.0
2014,7,canada,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,0,13,16,17,15.33333333,16.00,16.00,16.00,0,0,0,0,4,1,0,0,13.0
2014,8,austria,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,21,16,16,17.66666667,17.00,16.00,16.50,0,0,0,0,2,0,0,0,14.0
2014,9,greatbritan,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,15,18,5,12.66666667,15.00,13.00,14.00,0,0,0,0,1,0,0,0,13.0
2014,10,germany,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,10,11,19,13.33333333,17.00,15.00,16.00,0,0,0,0,3,1,0,0,21.0
2014,11,hungary,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,18,14,15,15.66666667,12.00,11.00,11.50,0,0,0,0,2,0,0,0,11.0
2014,12,belgium,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,14,12,15,13.66666667,14.00,14.00,14.00,0,0,0,0,3,0,0,0,14.0
2014,13,italy,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,11,16,15,14,15.00,14.00,14.50,0,0,0,0,1,0,0,0,15.0
2014,14,singapore,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,0,17,15,16,16,17.00,17.00,17.00,0,0,0,0,5,1,0,0,22.0
2014,15,japan,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,16,17,18,17,15.00,14.00,14.50,0,0,0,0,4,0,0,0,21.0
2014,16,russia,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,0,15,15,14,14.66666667,15.00,14.00,14.50,0,0,0,0,1,0,0,0,16.0
2014,17,unitedstates,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,14,16,8,12.66666667,10.00,9.00,9.50,0,0,0,0,5,1,0,0,18.0
2014,18,brazil,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,1,11,15,13,13,13.00,13.00,13.00,0,0,0,0,3,0,0,0,16.0
2014,19,abudhabi,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,31,sutil,0,19,16,18,17.66666667,13.00,13.00,13.00,0,0,0,0,3,0,0,0,16.0
2014,1,australia,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,10,11,13,11.33333333,6.00,6.00,6.00,4,6,4,4,2,0,1,0,8.0
2014,2,malaysia,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,6,11,12,9.666666667,9.00,9.00,9.00,5,1,4,0,5,1,0,0,22.0
2014,3,bahrain,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,12,12,12,12,14.00,14.00,14.00,3,0,2,0,6,1,0,0,21.0
2014,4,china,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,7,13,12,10.66666667,9.00,9.00,9.00,1.5,0,1,0,2,0,0,0,12.0
2014,5,spain,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,13,12,12,12.33333333,16.00,21.00,18.50,0.75,0,0.5,0,5,1,0,0,21.0
2014,6,monaco,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,0,15,4,9,9.333333333,7.00,7.00,7.00,0.375,0,0.25,0,4,1,0,0,21.0
2014,7,canada,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,0,10,10,9,9.666666667,8.00,8.00,8.00,0.1875,4,0.125,4,2,0,1,0,8.0
2014,8,austria,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,10,10,13,11,15.00,14.00,14.50,2.09375,0,2.0625,0,4,1,0,0,22.0
2014,9,greatbritan,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,9,10,11,10,10.00,10.00,10.00,1.046875,3,1.03125,1,1,0,1,0,10.0
2014,10,germany,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,12,15,12,13,13.00,13.00,13.00,2.0234375,0,1.015625,0,3,0,0,0,13.0
2014,11,hungary,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,7,12,9,9.333333333,8.00,8.00,8.00,1.01171875,2,0.5078125,2,2,0,1,0,9.0
2014,12,belgium,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,16,11,10,12.33333333,12.00,12.00,12.00,1.505859375,2,1.25390625,0,2,0,0,0,11.0
2014,13,italy,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,14,15,14,14.33333333,13.00,12.00,12.50,1.752929688,0,0.626953125,0,1,0,0,0,13.0
2014,14,singapore,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,0,6,11,4,7,17.00,17.00,17.00,0.876464844,8,0.313476563,8,3,0,1,0,6.0
2014,15,japan,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,12,11,8,10.33333333,11.00,20.00,15.50,4.438232422,2,4.156738281,2,3,0,1,0,9.0
2014,16,russia,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,0,9,10,9,9.333333333,10.00,9.00,9.50,3.219116211,0,3.078369141,0,1,0,0,0,13.0
2014,17,unitedstates,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,10,13,17,13.33333333,15.00,14.00,14.50,1.609558105,0,1.53918457,0,2,0,0,0,10.0
2014,18,brazil,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,1,6,17,15,12.66666667,16.00,15.00,15.50,0.804779053,0,0.769592285,0,3,0,0,0,13.0
2014,19,abudhabi,1,0,0,0,0,0,0,0,0,0,0,STR Renault,24,vergne,0,6,14,12,10.66666667,10.00,10.00,10.00,0.402389526,0,0.384796143,0,3,0,0,0,12.0
2014,1,australia,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,7,4,12,7.666666667,13.00,12.00,12.50,15,0,15,0,4,1,0,0,20.0
2014,2,malaysia,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,7,3,4,4.666666667,2.00,2.00,2.00,7.5,15,7.5,15,3,0,1,1,3.0
2014,3,bahrain,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,10,7,21,12.66666667,11.00,10.00,10.50,11.25,20,11.25,8,2,0,1,0,6.0
2014,4,china,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,9,5,11,8.333333333,3.00,3.00,3.00,15.625,22,9.625,10,2,0,1,0,5.0
2014,5,spain,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,20,20,10,16.66666667,10.00,15.00,12.50,18.8125,27,9.8125,12,3,0,1,0,4.0
2014,6,monaco,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,0,5,3,4,4,4.00,4.00,4.00,22.90625,15,10.90625,0,4,1,0,0,17.0
2014,7,canada,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,0,4,3,10,5.666666667,3.00,3.00,3.00,18.953125,40,5.453125,15,2,0,1,1,3.0
2014,8,austria,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,15,6,10,10.33333333,13.00,12.00,12.50,29.4765625,4,10.2265625,0,4,1,0,0,20.0
2014,9,greatbritan,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,6,5,1,4,2.00,2.00,2.00,16.73828125,25,5.11328125,10,2,0,1,0,5.0
2014,10,germany,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,2,8,9,6.333333333,6.00,6.00,6.00,20.86914063,20,7.556640625,12,3,0,1,0,4.0
2014,11,hungary,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,5,3,3,3.666666667,2.00,2.00,2.00,20.43457031,31,9.778320313,6,2,0,1,0,7.0
2014,12,belgium,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,11,22,13,15.33333333,3.00,3.00,3.00,25.71728516,35,7.889160156,10,3,0,1,0,5.0
2014,13,italy,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,6,7,6,6.333333333,8.00,8.00,8.00,30.35864258,18,8.944580078,8,1,0,1,0,6.0
2014,14,singapore,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,0,4,5,5,4.666666667,4.00,4.00,4.00,24.17932129,33,8.472290039,18,2,0,1,1,2.0
2014,15,japan,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,9,5,15,9.666666667,9.00,9.00,9.00,28.58966064,27,13.23614502,15,3,0,1,1,3.0
2014,16,russia,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,0,14,9,10,11,11.00,10.00,10.50,27.79483032,10,14.11807251,4,1,0,1,0,8.0
2014,17,unitedstates,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,7,18,18,14.33333333,17.00,18.00,17.50,18.89741516,21,9.059036255,6,4,0,1,0,7.0
2014,18,brazil,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,1,14,9,11,11.33333333,6.00,6.00,6.00,19.94870758,10,7.529518127,10,3,0,1,0,5.0
2014,19,abudhabi,0,0,0,0,0,0,0,0,1,0,0,Red Bull Racing Renault,26,vettel,0,4,4,5,4.333333333,20.00,20.00,20.00,14.97435379,16,8.764759064,4,2,0,1,0,8.0
